STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Reporting country,FLW,Flow,PAR,Partner country,CAT,End-use,IND,Industry,VAL,Variable,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,POL,Poland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,149264.777,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,IMPO,Imports,ITA,Italy,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,23926682.9,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,EXPO,Exports,POL,Poland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,10878.439,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,IMPO,Imports,DEU,Germany,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,40455248.092,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,EXPO,Exports,PRT,Portugal,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,1105.672,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,IMPO,Imports,DEU,Germany,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,703402.723,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,EXPO,Exports,SVK,Slovak Republic,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,52307.599,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,EXPO,Exports,JPN,Japan,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,611160.057,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,EXPO,Exports,AUS,Australia,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,820.594,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,EXPO,Exports,DEU,Germany,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,12163323.251,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,EXPO,Exports,DEU,Germany,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,15339.308,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,IMPO,Imports,SWE,Sweden,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,268.969,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,IMPO,Imports,AUS,Australia,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,183961.29,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,IMPO,Imports,FIN,Finland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,341.053,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,IMPO,Imports,DNK,Denmark,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1958137.061,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,EXPO,Exports,POL,Poland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,6095463.032,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,IMPO,Imports,ITA,Italy,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,55634.898,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FIN,Finland,EXPO,Exports,GRC,Greece,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,15437.19,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,EXPO,Exports,NLD,Netherlands,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,19798.413,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,IMPO,Imports,FIN,Finland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1147089.496,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,EXPO,Exports,HUN,Hungary,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,24.531,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,EXPO,Exports,ESP,Spain,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,246.748,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,IMPO,Imports,GRC,Greece,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,1532.662,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,EXPO,Exports,POL,Poland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,14175.988,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,IMPO,Imports,LUX,Luxembourg,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,72212.097,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,IMPO,Imports,LUX,Luxembourg,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,108721.804,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,EXPO,Exports,DNK,Denmark,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,916.095,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,LUX,Luxembourg,IMPO,Imports,ITA,Italy,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,8514.713,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,IMPO,Imports,AUS,Australia,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,737111.841,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DEU,Germany,EXPO,Exports,HUN,Hungary,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,172003.236,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,IMPO,Imports,KOR,Korea,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,71689149.956,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,EXPO,Exports,NLD,Netherlands,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,1404548.989,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DEU,Germany,EXPO,Exports,USA,United States,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,18909.363,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,IMPO,Imports,HUN,Hungary,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,4654494.855,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,IMPO,Imports,AUS,Australia,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,163140.195,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,AUS,Australia,EXPO,Exports,GRC,Greece,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,347.319,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,IMPO,Imports,GBR,United Kingdom,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,10424370.512,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GRC,Greece,IMPO,Imports,FIN,Finland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,11105.932,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,IMPO,Imports,PRT,Portugal,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,260320.145,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,IMPO,Imports,USA,United States,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,17346702.45,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,EXPO,Exports,FRA,France,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,4.811,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,EXPO,Exports,FRA,France,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,50785570.969,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,EXPO,Exports,POL,Poland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,13955686.737,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,IMPO,Imports,DNK,Denmark,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,307312.631,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,EXPO,Exports,JPN,Japan,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,4141.079,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,EXPO,Exports,DEU,Germany,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,42978021.45,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,IMPO,Imports,KOR,Korea,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,113567.132,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,EXPO,Exports,GBR,United Kingdom,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,5980.664,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,EXPO,Exports,POL,Poland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,15.039,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,EXPO,Exports,AUS,Australia,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,2973.197,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,IMPO,Imports,FIN,Finland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,929107.741,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,EXPO,Exports,FRA,France,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,829149.143,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,EXPO,Exports,ESP,Spain,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,109848.219,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,KOR,Korea,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,555.083,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,BEL,Belgium,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,23498.723,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,IMPO,Imports,HUN,Hungary,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,429.704,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,EXPO,Exports,ESP,Spain,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,148202.648,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,EXPO,Exports,SWE,Sweden,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,557583.124,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,IMPO,Imports,DEU,Germany,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,948875.503,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,EXPO,Exports,JPN,Japan,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,25879710.215,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,IMPO,Imports,GBR,United Kingdom,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,26599.602,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,EXPO,Exports,POL,Poland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,641164.228,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,IMPO,Imports,DNK,Denmark,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,2794.487,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,EXPO,Exports,DEU,Germany,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,1432396.255,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,EXPO,Exports,ESP,Spain,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,159013.173,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,IMPO,Imports,BEL,Belgium,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,11914.649,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,AUS,Australia,IMPO,Imports,DEU,Germany,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,19345.037,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,IMPO,Imports,DNK,Denmark,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,301903.563,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,EXPO,Exports,CZE,Czechia,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,49594.822,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,IMPO,Imports,AUS,Australia,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,53564.514,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,EXPO,Exports,FIN,Finland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,24758.56,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,EXPO,Exports,DEU,Germany,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,13085.548,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,IMPO,Imports,FRA,France,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,130523.223,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,EXPO,Exports,AUS,Australia,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,138.87,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,IMPO,Imports,KOR,Korea,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,4707490.239,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,EXPO,Exports,PRT,Portugal,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,322502.425,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,IMPO,Imports,LUX,Luxembourg,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,149623.687,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DEU,Germany,IMPO,Imports,IRL,Ireland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,21231.216,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GRC,Greece,EXPO,Exports,PRT,Portugal,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,59031.195,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,EXPO,Exports,JPN,Japan,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,52319.55,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,EXPO,Exports,POL,Poland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,250766.968,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,EXPO,Exports,HUN,Hungary,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,274274.992,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,EXPO,Exports,LUX,Luxembourg,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,116231.995,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,IMPO,Imports,ITA,Italy,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,47591714.198,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GRC,Greece,IMPO,Imports,USA,United States,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,1856.832,,A,,USD,US Dollar,3,Thousands,,
